Episode =    1, score= 55.084 (best= 55.084, step=37, avg_reward=  1.489, worst=  1.730,  z-Pos=11.353032794193092, z-Vel=3.110647413244855, z-target=10.0)
Episode =  333, score= 56.098 (best= 69.559, step=45, avg_reward=  1.247, worst=  0.430,  z-Pos=11.351537717241978, z-Vel=3.3534701594485417, z-target=10.0)
Episode =  334, score= 51.271 (best= 69.559, step=35, avg_reward=  1.465, worst=  0.430,  z-Pos=11.324839352228125, z-Vel=2.9595503938891414, z-target=10.0)
Episode =  335, score= 50.088 (best= 69.559, step=35, avg_reward=  1.431, worst=  0.430,  z-Pos=11.347822743625601, z-Vel=2.8452743036173995, z-target=10.0)
Episode =  336, score= 57.259 (best= 69.559, step=43, avg_reward=  1.332, worst=  0.430,  z-Pos=11.376662012177675, z-Vel=3.3111214214248967, z-target=10.0)
Episode =  337, score= 47.047 (best= 69.559, step=34, avg_reward=  1.384, worst=  0.430,  z-Pos=11.33040679834067, z-Vel=2.5735819810514355, z-target=10.0)
Episode =  338, score= 62.403 (best= 69.559, step=41, avg_reward=  1.522, worst=  0.430,  z-Pos=11.361836729249045, z-Vel=3.187166651670731, z-target=10.0)
Episode =  339, score= 63.508 (best= 69.559, step=42, avg_reward=  1.512, worst=  0.430,  z-Pos=11.369247113002539, z-Vel=3.124545389469658, z-target=10.0)
Episode =  340, score= 60.040 (best= 69.559, step=43, avg_reward=  1.396, worst=  0.430,  z-Pos=11.378789379213416, z-Vel=3.2578146341374805, z-target=10.0)
Episode =  341, score= 51.696 (best= 69.559, step=45, avg_reward=  1.149, worst=  0.430,  z-Pos=11.368037843009425, z-Vel=3.5586928121451984, z-target=10.0)
Episode =  342, score= 53.215 (best= 69.559, step=36, avg_reward=  1.478, worst=  0.430,  z-Pos=11.323790274352108, z-Vel=2.9954392751940215, z-target=10.0)
Episode =  343, score= 50.125 (best= 69.559, step=35, avg_reward=  1.432, worst=  0.430,  z-Pos=11.320312472292557, z-Vel=2.764199052431227, z-target=10.0)
Episode =  344, score= 55.275 (best= 69.559, step=42, avg_reward=  1.316, worst=  0.430,  z-Pos=11.316660883498841, z-Vel=3.2628829852958994, z-target=10.0)
Episode =  345, score= 51.625 (best= 69.559, step=47, avg_reward=  1.098, worst=  0.430,  z-Pos=11.379442027077873, z-Vel=3.6318574210942685, z-target=10.0)
Episode =  346, score= 56.754 (best= 69.559, step=39, avg_reward=  1.455, worst=  0.430,  z-Pos=11.369685768685901, z-Vel=2.916009345123748, z-target=10.0)
Episode =  347, score= 58.231 (best= 69.559, step=43, avg_reward=  1.354, worst=  0.430,  z-Pos=11.370463470915524, z-Vel=3.2702163382072063, z-target=10.0)
Episode =  348, score= 54.888 (best= 69.559, step=48, avg_reward=  1.143, worst=  0.430,  z-Pos=11.364635414907617, z-Vel=3.478618260354586, z-target=10.0)
Episode =  349, score= 51.257 (best= 69.559, step=44, avg_reward=  1.165, worst=  0.430,  z-Pos=11.350779041457633, z-Vel=3.5279764838769583, z-target=10.0)
Episode =  350, score= 55.277 (best= 69.559, step=48, avg_reward=  1.152, worst=  0.430,  z-Pos=11.331069139351778, z-Vel=3.431690826158135, z-target=10.0)
Episode =  351, score= 51.856 (best= 69.559, step=45, avg_reward=  1.152, worst=  0.430,  z-Pos=11.354874537466221, z-Vel=3.533406010792939, z-target=10.0)
Episode =  352, score= 58.216 (best= 69.559, step=44, avg_reward=  1.323, worst=  0.430,  z-Pos=11.358028766451048, z-Vel=3.288617165067591, z-target=10.0)
Episode =  353, score= 55.502 (best= 69.559, step=40, avg_reward=  1.388, worst=  0.430,  z-Pos=11.331633396440019, z-Vel=3.2372995907638322, z-target=10.0)
Episode =  354, score= 63.991 (best= 69.559, step=42, avg_reward=  1.524, worst=  0.430,  z-Pos=11.351128101007864, z-Vel=3.1360041090465502, z-target=10.0)
Episode =  355, score= 56.262 (best= 69.559, step=38, avg_reward=  1.481, worst=  0.430,  z-Pos=11.34356403683408, z-Vel=3.0014006499192214, z-target=10.0)
Episode =  356, score= 56.153 (best= 69.559, step=41, avg_reward=  1.370, worst=  0.430,  z-Pos=11.340355742329578, z-Vel=3.2500056208464194, z-target=10.0)
Episode =  357, score= 55.735 (best= 69.559, step=43, avg_reward=  1.296, worst=  0.430,  z-Pos=11.34084230262441, z-Vel=3.295455261590302, z-target=10.0)
Episode =  358, score= 45.861 (best= 69.559, step=33, avg_reward=  1.390, worst=  0.430,  z-Pos=11.319521322177382, z-Vel=2.597754768582268, z-target=10.0)
Episode =  359, score= 57.875 (best= 69.559, step=45, avg_reward=  1.286, worst=  0.430,  z-Pos=11.367861933189479, z-Vel=3.324548672275489, z-target=10.0)
Episode =  360, score= 52.169 (best= 69.559, step=44, avg_reward=  1.186, worst=  0.430,  z-Pos=11.367907364115174, z-Vel=3.4880675219730066, z-target=10.0)
Episode =  361, score= 59.000 (best= 69.559, step=44, avg_reward=  1.341, worst=  0.430,  z-Pos=11.370265180452904, z-Vel=3.276274596634977, z-target=10.0)
Episode =  362, score= 64.236 (best= 69.559, step=42, avg_reward=  1.529, worst=  0.430,  z-Pos=11.34778821182086, z-Vel=3.1583718106996246, z-target=10.0)
Episode =  363, score= 54.942 (best= 69.559, step=43, avg_reward=  1.278, worst=  0.430,  z-Pos=11.325983200109235, z-Vel=3.3043937229143605, z-target=10.0)
Episode =  364, score= 53.368 (best= 69.559, step=47, avg_reward=  1.135, worst=  0.430,  z-Pos=11.339012784738577, z-Vel=3.4947853422599917, z-target=10.0)
Episode =  365, score= 58.497 (best= 69.559, step=43, avg_reward=  1.360, worst=  0.430,  z-Pos=11.35013308055611, z-Vel=3.2529030319629526, z-target=10.0)
Episode =  366, score= 62.329 (best= 69.559, step=41, avg_reward=  1.520, worst=  0.430,  z-Pos=11.343221018089555, z-Vel=3.124385602093618, z-target=10.0)
Episode =  367, score= 46.847 (best= 69.559, step=34, avg_reward=  1.378, worst=  0.430,  z-Pos=11.364653029576438, z-Vel=2.6522865931141975, z-target=10.0)
Episode =  368, score= 56.295 (best= 69.559, step=41, avg_reward=  1.373, worst=  0.430,  z-Pos=11.331560717775378, z-Vel=3.2511419160584647, z-target=10.0)
Episode =  369, score= 57.179 (best= 69.559, step=40, avg_reward=  1.429, worst=  0.430,  z-Pos=11.36607479835978, z-Vel=2.7588794590704016, z-target=10.0)
Episode =  370, score= 67.769 (best= 69.559, step=44, avg_reward=  1.540, worst=  0.430,  z-Pos=11.356844897617464, z-Vel=3.1865977404763317, z-target=10.0)
Episode =  371, score= 57.500 (best= 69.559, step=38, avg_reward=  1.513, worst=  0.430,  z-Pos=11.322136655358712, z-Vel=3.1203124583686135, z-target=10.0)
Episode =  372, score= 54.219 (best= 69.559, step=44, avg_reward=  1.232, worst=  0.430,  z-Pos=11.36729090282532, z-Vel=3.4181912362245894, z-target=10.0)
Episode =  373, score= 53.609 (best= 69.559, step=46, avg_reward=  1.165, worst=  0.430,  z-Pos=11.361845979559437, z-Vel=3.459284136938226, z-target=10.0)
Episode =  374, score= 60.276 (best= 69.559, step=40, avg_reward=  1.507, worst=  0.430,  z-Pos=11.339612582433142, z-Vel=3.071090910717252, z-target=10.0)
Episode =  375, score= 54.369 (best= 69.559, step=37, avg_reward=  1.469, worst=  0.430,  z-Pos=11.353687198175882, z-Vel=3.0040417745306995, z-target=10.0)
Episode =  376, score= 57.742 (best= 69.559, step=38, avg_reward=  1.520, worst=  0.430,  z-Pos=11.319950279270753, z-Vel=3.151198235670979, z-target=10.0)
Episode =  377, score= 38.041 (best= 69.559, step=29, avg_reward=  1.312, worst=  0.430,  z-Pos=11.321350853269605, z-Vel=2.307795770537595, z-target=10.0)
Episode =  378, score= 60.717 (best= 69.559, step=40, avg_reward=  1.518, worst=  0.430,  z-Pos=11.363158118471588, z-Vel=3.2005687602674016, z-target=10.0)
Episode =  379, score= 52.718 (best= 69.559, step=47, avg_reward=  1.122, worst=  0.430,  z-Pos=11.386124547768754, z-Vel=3.597045512104005, z-target=10.0)
Episode =  380, score= 60.026 (best= 69.559, step=41, avg_reward=  1.464, worst=  0.430,  z-Pos=11.332659799194964, z-Vel=3.191052055695526, z-target=10.0)
Episode =  381, score= 53.923 (best= 69.559, step=45, avg_reward=  1.198, worst=  0.430,  z-Pos=11.363230055188463, z-Vel=3.4573361094617283, z-target=10.0)
Episode =  382, score= 58.992 (best= 69.559, step=39, avg_reward=  1.513, worst=  0.430,  z-Pos=11.35695198641853, z-Vel=3.1866632021214643, z-target=10.0)
Episode =  383, score= 55.334 (best= 69.559, step=37, avg_reward=  1.496, worst=  0.430,  z-Pos=11.32812626313918, z-Vel=3.0722799801662655, z-target=10.0)
Episode =  384, score= 52.739 (best= 69.559, step=36, avg_reward=  1.465, worst=  0.430,  z-Pos=11.352259450180167, z-Vel=3.010265977451923, z-target=10.0)
Episode =  385, score= 72.260 (best= 72.260, step=47, avg_reward=  1.537, worst=  0.430,  z-Pos=11.35825299986832, z-Vel=3.1091646833625988, z-target=10.0)
Episode =  386, score= 48.325 (best= 72.260, step=45, avg_reward=  1.074, worst=  0.430,  z-Pos=11.355254508474145, z-Vel=3.6932801189384263, z-target=10.0)
Episode =  387, score= 52.494 (best= 72.260, step=46, avg_reward=  1.141, worst=  0.430,  z-Pos=11.360313041538422, z-Vel=3.519462846776552, z-target=10.0)
Episode =  388, score= 61.055 (best= 72.260, step=41, avg_reward=  1.489, worst=  0.430,  z-Pos=11.373718376994718, z-Vel=3.045023547956608, z-target=10.0)
Episode =  389, score= 66.160 (best= 72.260, step=43, avg_reward=  1.539, worst=  0.430,  z-Pos=11.342431754875033, z-Vel=3.1658406203060014, z-target=10.0)
Episode =  390, score= 65.283 (best= 72.260, step=43, avg_reward=  1.518, worst=  0.430,  z-Pos=11.354132158345587, z-Vel=3.0893321227321002, z-target=10.0)
Episode =  391, score= 62.657 (best= 72.260, step=41, avg_reward=  1.528, worst=  0.430,  z-Pos=11.328376524319484, z-Vel=3.1264671452138755, z-target=10.0)
Episode =  392, score= 55.813 (best= 72.260, step=43, avg_reward=  1.298, worst=  0.430,  z-Pos=11.335558884858756, z-Vel=3.299804704241489, z-target=10.0)
Episode =  393, score= 60.366 (best= 72.260, step=40, avg_reward=  1.509, worst=  0.430,  z-Pos=11.327653030706841, z-Vel=3.0490798774197394, z-target=10.0)
Episode =  394, score= 51.667 (best= 72.260, step=47, avg_reward=  1.099, worst=  0.430,  z-Pos=11.370294995462134, z-Vel=3.6340494620060135, z-target=10.0)
Episode =  395, score= 62.601 (best= 72.260, step=41, avg_reward=  1.527, worst=  0.430,  z-Pos=11.32375338843346, z-Vel=3.1058334020785265, z-target=10.0)
Episode =  396, score= 54.921 (best= 72.260, step=45, avg_reward=  1.220, worst=  0.430,  z-Pos=11.366604111292386, z-Vel=3.420121769319633, z-target=10.0)
Episode =  397, score= 54.049 (best= 72.260, step=48, avg_reward=  1.126, worst=  0.430,  z-Pos=11.33026109635484, z-Vel=3.5020674509079064, z-target=10.0)
Episode =  398, score= 61.536 (best= 72.260, step=46, avg_reward=  1.338, worst=  0.430,  z-Pos=11.364203090846315, z-Vel=3.2571688638687997, z-target=10.0)
Episode =  399, score= 60.943 (best= 72.260, step=40, avg_reward=  1.524, worst=  0.430,  z-Pos=11.351164977745109, z-Vel=3.197846784207083, z-target=10.0)
Episode =  400, score= 61.032 (best= 72.260, step=40, avg_reward=  1.526, worst=  0.430,  z-Pos=11.326247640751681, z-Vel=3.13769073199378, z-target=10.0)
Episode =  401, score= 50.727 (best= 72.260, step=36, avg_reward=  1.409, worst=  0.430,  z-Pos=11.32745450996162, z-Vel=2.640281881323507, z-target=10.0)
Episode =  402, score= 56.735 (best= 72.260, step=45, avg_reward=  1.261, worst=  0.430,  z-Pos=11.381466663170059, z-Vel=3.3595241097065944, z-target=10.0)
Episode =  403, score= 55.729 (best= 72.260, step=49, avg_reward=  1.137, worst=  0.430,  z-Pos=11.34542626240523, z-Vel=3.469155305060848, z-target=10.0)
Episode =  404, score= 57.807 (best= 72.260, step=38, avg_reward=  1.521, worst=  0.430,  z-Pos=11.325609243682186, z-Vel=3.1788517129160376, z-target=10.0)
Episode =  405, score= 64.362 (best= 72.260, step=42, avg_reward=  1.532, worst=  0.430,  z-Pos=11.342569138132493, z-Vel=3.160339784373793, z-target=10.0)
Episode =  406, score= 61.748 (best= 72.260, step=41, avg_reward=  1.506, worst=  0.430,  z-Pos=11.376738677974314, z-Vel=3.1420475681324973, z-target=10.0)
Episode =  407, score= 57.580 (best= 72.260, step=47, avg_reward=  1.225, worst=  0.430,  z-Pos=11.347376389738239, z-Vel=3.3325920167052474, z-target=10.0)
Episode =  408, score= 48.642 (best= 72.260, step=34, avg_reward=  1.431, worst=  0.430,  z-Pos=11.343893381073567, z-Vel=2.8652758668236378, z-target=10.0)
Episode =  409, score= 62.407 (best= 72.260, step=41, avg_reward=  1.522, worst=  0.430,  z-Pos=11.33760697613127, z-Vel=3.1188981807113807, z-target=10.0)
Episode =  410, score= 53.106 (best= 72.260, step=36, avg_reward=  1.475, worst=  0.430,  z-Pos=11.3315056004166, z-Vel=3.002553361083695, z-target=10.0)
Episode =  411, score= 55.033 (best= 72.260, step=43, avg_reward=  1.280, worst=  0.430,  z-Pos=11.317346960576634, z-Vel=3.2884726568310882, z-target=10.0)
Episode =  412, score= 49.964 (best= 72.260, step=48, avg_reward=  1.041, worst=  0.430,  z-Pos=11.352239407687534, z-Vel=3.7021441892868645, z-target=10.0)
Episode =  413, score= 51.674 (best= 72.260, step=49, avg_reward=  1.055, worst=  0.430,  z-Pos=11.380745527365907, z-Vel=3.6613850809825728, z-target=10.0)
Episode =  414, score= 57.916 (best= 72.260, step=39, avg_reward=  1.485, worst=  0.430,  z-Pos=11.35804284612736, z-Vel=3.0367442502836117, z-target=10.0)
Episode =  415, score= 57.342 (best= 72.260, step=39, avg_reward=  1.470, worst=  0.430,  z-Pos=11.349910992831608, z-Vel=3.2185278957581143, z-target=10.0)
Episode =  416, score= 52.766 (best= 72.260, step=36, avg_reward=  1.466, worst=  0.430,  z-Pos=11.350603041720774, z-Vel=3.0092228282823092, z-target=10.0)
Episode =  417, score= 50.098 (best= 72.260, step=41, avg_reward=  1.222, worst=  0.430,  z-Pos=11.373494855021912, z-Vel=3.490386034241837, z-target=10.0)
Episode =  418, score= 53.389 (best= 72.260, step=44, avg_reward=  1.213, worst=  0.430,  z-Pos=11.350709424316582, z-Vel=3.429982629149703, z-target=10.0)
Episode =  419, score= 57.890 (best= 72.260, step=39, avg_reward=  1.484, worst=  0.430,  z-Pos=11.32015496507235, z-Vel=2.9234041943206757, z-target=10.0)
Episode =  420, score= 57.924 (best= 72.260, step=39, avg_reward=  1.485, worst=  0.430,  z-Pos=11.319532064873165, z-Vel=2.926148230672973, z-target=10.0)
Episode =  421, score= 60.437 (best= 72.260, step=40, avg_reward=  1.511, worst=  0.430,  z-Pos=11.346290782526612, z-Vel=3.11245450940607, z-target=10.0)
Episode =  422, score= 60.337 (best= 72.260, step=40, avg_reward=  1.508, worst=  0.430,  z-Pos=11.35166958774986, z-Vel=3.1141864318443506, z-target=10.0)
Episode =  423, score= 51.067 (best= 72.260, step=35, avg_reward=  1.459, worst=  0.430,  z-Pos=11.318266971246409, z-Vel=2.9053048728681414, z-target=10.0)
Episode =  424, score= 46.337 (best= 72.260, step=34, avg_reward=  1.363, worst=  0.430,  z-Pos=11.358727895298038, z-Vel=2.5585260769078073, z-target=10.0)
Episode =  425, score= 50.860 (best= 72.260, step=35, avg_reward=  1.453, worst=  0.430,  z-Pos=11.349017125053567, z-Vel=2.9705762540497997, z-target=10.0)
Episode =  426, score= 52.708 (best= 72.260, step=43, avg_reward=  1.226, worst=  0.430,  z-Pos=11.350501951747647, z-Vel=3.423037042399647, z-target=10.0)
Episode =  427, score= 54.588 (best= 72.260, step=47, avg_reward=  1.161, worst=  0.430,  z-Pos=11.33672382606658, z-Vel=3.4164982792663587, z-target=10.0)
Episode =  428, score= 50.166 (best= 72.260, step=35, avg_reward=  1.433, worst=  0.430,  z-Pos=11.364615933428924, z-Vel=2.910560039595276, z-target=10.0)
Episode =  429, score= 46.603 (best= 72.260, step=33, avg_reward=  1.412, worst=  0.430,  z-Pos=11.325823774471864, z-Vel=2.73980036184765, z-target=10.0)
Episode =  430, score= 56.569 (best= 72.260, step=42, avg_reward=  1.347, worst=  0.430,  z-Pos=11.37302833424799, z-Vel=3.307907992832498, z-target=10.0)
Episode =  431, score= 54.333 (best= 72.260, step=37, avg_reward=  1.468, worst=  0.430,  z-Pos=11.340114523083784, z-Vel=2.957404945069048, z-target=10.0)
Episode =  432, score= 55.075 (best= 72.260, step=37, avg_reward=  1.489, worst=  0.430,  z-Pos=11.316226462250315, z-Vel=2.9954811670914445, z-target=10.0)
Episode =  433, score= 52.982 (best= 72.260, step=48, avg_reward=  1.104, worst=  0.430,  z-Pos=11.32999641039832, z-Vel=3.5190055642371734, z-target=10.0)
Episode =  434, score= 51.683 (best= 72.260, step=45, avg_reward=  1.149, worst=  0.430,  z-Pos=11.370369416571869, z-Vel=3.556680487389375, z-target=10.0)
Episode =  435, score= 55.835 (best= 72.260, step=45, avg_reward=  1.241, worst=  0.430,  z-Pos=11.374656870839592, z-Vel=3.387066312087753, z-target=10.0)
Episode =  436, score= 57.803 (best= 72.260, step=39, avg_reward=  1.482, worst=  0.430,  z-Pos=11.358645842137491, z-Vel=3.0230701155289985, z-target=10.0)
Episode =  437, score= 51.758 (best= 72.260, step=46, avg_reward=  1.125, worst=  0.430,  z-Pos=11.320776773539057, z-Vel=3.5217503269887276, z-target=10.0)
Episode =  438, score= 52.001 (best= 72.260, step=36, avg_reward=  1.444, worst=  0.430,  z-Pos=11.360126895247754, z-Vel=2.9221940357865823, z-target=10.0)
Episode =  439, score= 57.237 (best= 72.260, step=39, avg_reward=  1.468, worst=  0.430,  z-Pos=11.325949591253869, z-Vel=2.8537631779962043, z-target=10.0)
Episode =  440, score= 58.539 (best= 72.260, step=39, avg_reward=  1.501, worst=  0.430,  z-Pos=11.345593764848214, z-Vel=3.087321573785521, z-target=10.0)
Episode =  441, score= 52.644 (best= 72.260, step=48, avg_reward=  1.097, worst=  0.430,  z-Pos=11.344910524225117, z-Vel=3.5789937591685037, z-target=10.0)
Episode =  442, score= 64.793 (best= 72.260, step=43, avg_reward=  1.507, worst=  0.430,  z-Pos=11.372475200014643, z-Vel=3.08003235959754, z-target=10.0)
Episode =  443, score= 50.012 (best= 72.260, step=46, avg_reward=  1.087, worst=  0.430,  z-Pos=11.370007745975904, z-Vel=3.6485783155868474, z-target=10.0)
Episode =  444, score= 53.205 (best= 72.260, step=41, avg_reward=  1.298, worst=  0.430,  z-Pos=11.351674628195088, z-Vel=3.3316978678561746, z-target=10.0)
Episode =  445, score= 57.511 (best= 72.260, step=39, avg_reward=  1.475, worst=  0.430,  z-Pos=11.342357277456397, z-Vel=2.9366066585106734, z-target=10.0)
Episode =  446, score= 56.389 (best= 72.260, step=38, avg_reward=  1.484, worst=  0.430,  z-Pos=11.366264319285097, z-Vel=3.087712380943197, z-target=10.0)
Episode =  447, score= 53.933 (best= 72.260, step=45, avg_reward=  1.199, worst=  0.430,  z-Pos=11.363023582534131, z-Vel=3.449233373220451, z-target=10.0)
Episode =  448, score= 51.889 (best= 72.260, step=45, avg_reward=  1.153, worst=  0.430,  z-Pos=11.35724729902333, z-Vel=3.509850094792592, z-target=10.0)
Episode =  449, score= 51.662 (best= 72.260, step=43, avg_reward=  1.201, worst=  0.430,  z-Pos=11.352131440592107, z-Vel=3.477185233134706, z-target=10.0)
Episode =  450, score= 53.010 (best= 72.260, step=39, avg_reward=  1.359, worst=  0.430,  z-Pos=11.321766147341448, z-Vel=3.265591034169699, z-target=10.0)
Episode =  451, score= 39.361 (best= 72.260, step=29, avg_reward=  1.357, worst=  0.430,  z-Pos=11.339121790785125, z-Vel=2.6298012301606555, z-target=10.0)
Episode =  452, score= 48.785 (best= 72.260, step=44, avg_reward=  1.109, worst=  0.430,  z-Pos=11.373123878930729, z-Vel=3.6542924423464433, z-target=10.0)
Episode =  453, score= 67.796 (best= 72.260, step=44, avg_reward=  1.541, worst=  0.430,  z-Pos=11.353504495889215, z-Vel=3.180952266555814, z-target=10.0)
Episode =  454, score= 58.013 (best= 72.260, step=44, avg_reward=  1.318, worst=  0.430,  z-Pos=11.373310619717236, z-Vel=3.298101426180968, z-target=10.0)
Episode =  455, score= 53.029 (best= 72.260, step=45, avg_reward=  1.178, worst=  0.430,  z-Pos=11.349927987326776, z-Vel=3.4672619304292964, z-target=10.0)
Episode =  456, score= 53.297 (best= 72.260, step=45, avg_reward=  1.184, worst=  0.430,  z-Pos=11.33015509211243, z-Vel=3.4051542679107194, z-target=10.0)
Episode =  457, score= 60.839 (best= 72.260, step=40, avg_reward=  1.521, worst=  0.430,  z-Pos=11.358858246917508, z-Vel=3.2054207450823333, z-target=10.0)
Episode =  458, score= 66.089 (best= 72.260, step=43, avg_reward=  1.537, worst=  0.430,  z-Pos=11.3403710091642, z-Vel=3.1513030621395552, z-target=10.0)
Episode =  459, score= 53.106 (best= 72.260, step=36, avg_reward=  1.475, worst=  0.430,  z-Pos=11.32032732248451, z-Vel=2.967375336211233, z-target=10.0)
Episode =  460, score= 50.987 (best= 72.260, step=43, avg_reward=  1.186, worst=  0.430,  z-Pos=11.319099477460934, z-Vel=3.454637565016043, z-target=10.0)
Episode =  461, score= 53.990 (best= 72.260, step=46, avg_reward=  1.174, worst=  0.430,  z-Pos=11.32856254703088, z-Vel=3.408527007179815, z-target=10.0)
Episode =  462, score= 55.238 (best= 72.260, step=38, avg_reward=  1.454, worst=  0.430,  z-Pos=11.333892190593378, z-Vel=2.8314538715636997, z-target=10.0)
Episode =  463, score= 51.509 (best= 72.260, step=44, avg_reward=  1.171, worst=  0.430,  z-Pos=11.333911139282959, z-Vel=3.463631337417817, z-target=10.0)
Episode =  464, score= 50.270 (best= 72.260, step=36, avg_reward=  1.396, worst=  0.430,  z-Pos=11.337675262962314, z-Vel=2.6087334811077785, z-target=10.0)
Episode =  465, score= 57.167 (best= 72.260, step=39, avg_reward=  1.466, worst=  0.430,  z-Pos=11.367260695191543, z-Vel=3.245252813679275, z-target=10.0)
Episode =  466, score= 56.769 (best= 72.260, step=38, avg_reward=  1.494, worst=  0.430,  z-Pos=11.34456286807665, z-Vel=3.0781361734426573, z-target=10.0)
Episode =  467, score= 48.265 (best= 72.260, step=50, avg_reward=  0.965, worst=  0.430,  z-Pos=11.321417955287135, z-Vel=3.8025944404588694, z-target=10.0)
Episode =  468, score= 51.871 (best= 72.260, step=42, avg_reward=  1.235, worst=  0.430,  z-Pos=11.363703256151954, z-Vel=3.420655813150423, z-target=10.0)
Episode =  469, score= 45.769 (best= 72.260, step=33, avg_reward=  1.387, worst=  0.430,  z-Pos=11.344608120755165, z-Vel=2.6653495394762627, z-target=10.0)
Episode =  470, score= 51.292 (best= 72.260, step=44, avg_reward=  1.166, worst=  0.430,  z-Pos=11.35250802251441, z-Vel=3.499931630854221, z-target=10.0)
Episode =  471, score= 51.347 (best= 72.260, step=35, avg_reward=  1.467, worst=  0.430,  z-Pos=11.317130197215045, z-Vel=2.947134294818109, z-target=10.0)
Episode =  472, score= 53.995 (best= 72.260, step=42, avg_reward=  1.286, worst=  0.430,  z-Pos=11.346354575062655, z-Vel=3.330724112354294, z-target=10.0)
Episode =  473, score= 56.298 (best= 72.260, step=38, avg_reward=  1.482, worst=  0.430,  z-Pos=11.341538415987733, z-Vel=3.000469865033364, z-target=10.0)
Episode =  474, score= 53.841 (best= 72.260, step=37, avg_reward=  1.455, worst=  0.430,  z-Pos=11.354704483034814, z-Vel=2.930052899417568, z-target=10.0)
Episode =  475, score= 64.456 (best= 72.260, step=42, avg_reward=  1.535, worst=  0.430,  z-Pos=11.329560612662986, z-Vel=3.1366105725529834, z-target=10.0)
Episode =  476, score= 47.025 (best= 72.260, step=34, avg_reward=  1.383, worst=  0.430,  z-Pos=11.361970577679616, z-Vel=2.6704122257032266, z-target=10.0)
Episode =  477, score= 51.917 (best= 72.260, step=36, avg_reward=  1.442, worst=  0.430,  z-Pos=11.326452232161442, z-Vel=2.8058816455202025, z-target=10.0)
Episode =  478, score= 51.719 (best= 72.260, step=45, avg_reward=  1.149, worst=  0.430,  z-Pos=11.371926237832264, z-Vel=3.5344641044324754, z-target=10.0)
Episode =  479, score= 61.981 (best= 72.260, step=45, avg_reward=  1.377, worst=  0.430,  z-Pos=11.344334967958716, z-Vel=3.2198680406455873, z-target=10.0)
Episode =  480, score= 47.068 (best= 72.260, step=34, avg_reward=  1.384, worst=  0.430,  z-Pos=11.326892974983556, z-Vel=2.5656963164821023, z-target=10.0)
Episode =  481, score= 49.569 (best= 72.260, step=43, avg_reward=  1.153, worst=  0.430,  z-Pos=11.349343781470207, z-Vel=3.5594786587625995, z-target=10.0)
Episode =  482, score= 49.233 (best= 72.260, step=35, avg_reward=  1.407, worst=  0.430,  z-Pos=11.360417194125608, z-Vel=2.7562611953927343, z-target=10.0)
Episode =  483, score= 60.099 (best= 72.260, step=45, avg_reward=  1.336, worst=  0.430,  z-Pos=11.341708515825687, z-Vel=3.2459981207853796, z-target=10.0)
Episode =  484, score= 57.269 (best= 72.260, step=44, avg_reward=  1.302, worst=  0.430,  z-Pos=11.357074638820965, z-Vel=3.3096009356973264, z-target=10.0)
Episode =  485, score= 53.826 (best= 72.260, step=37, avg_reward=  1.455, worst=  0.430,  z-Pos=11.369402456758877, z-Vel=2.972362286484098, z-target=10.0)
Episode =  486, score= 57.512 (best= 72.260, step=42, avg_reward=  1.369, worst=  0.430,  z-Pos=11.36952710783206, z-Vel=3.273850176023357, z-target=10.0)
Episode =  487, score= 64.557 (best= 72.260, step=42, avg_reward=  1.537, worst=  0.430,  z-Pos=11.34511079529035, z-Vel=3.193237124735691, z-target=10.0)
Episode =  488, score= 43.864 (best= 72.260, step=33, avg_reward=  1.329, worst=  0.430,  z-Pos=11.350214998718458, z-Vel=2.391375921056447, z-target=10.0)
Episode =  489, score= 57.332 (best= 72.260, step=39, avg_reward=  1.470, worst=  0.430,  z-Pos=11.361508956333278, z-Vel=2.968048877685618, z-target=10.0)
Episode =  490, score= 52.495 (best= 72.260, step=36, avg_reward=  1.458, worst=  0.430,  z-Pos=11.368664247358794, z-Vel=3.023796361262278, z-target=10.0)
Episode =  491, score= 62.311 (best= 72.260, step=41, avg_reward=  1.520, worst=  0.430,  z-Pos=11.378360766829015, z-Vel=3.2217332529687592, z-target=10.0)
Episode =  492, score= 51.672 (best= 72.260, step=43, avg_reward=  1.202, worst=  0.430,  z-Pos=11.35239372690749, z-Vel=3.46010691432992, z-target=10.0)
Episode =  493, score= 58.052 (best= 72.260, step=39, avg_reward=  1.489, worst=  0.430,  z-Pos=11.328794973139097, z-Vel=2.970399822263497, z-target=10.0)
Episode =  494, score= 52.519 (best= 72.260, step=37, avg_reward=  1.419, worst=  0.430,  z-Pos=11.361880891781196, z-Vel=2.7684936018203037, z-target=10.0)
Episode =  495, score= 58.837 (best= 72.260, step=39, avg_reward=  1.509, worst=  0.430,  z-Pos=11.357972552895948, z-Vel=3.1669786502844373, z-target=10.0)
Episode =  496, score= 56.479 (best= 72.260, step=43, avg_reward=  1.313, worst=  0.430,  z-Pos=11.360936467531806, z-Vel=3.307338793267986, z-target=10.0)
Episode =  497, score= 49.833 (best= 72.260, step=35, avg_reward=  1.424, worst=  0.430,  z-Pos=11.31805323774813, z-Vel=2.7130452559272644, z-target=10.0)
Episode =  498, score= 56.368 (best= 72.260, step=47, avg_reward=  1.199, worst=  0.430,  z-Pos=11.361479033128871, z-Vel=3.4128154446773094, z-target=10.0)
